taxon_name,resprouting_binomial,seeding_binomial,min_maturity_primary,avg_maturity_primary,bin_maturity_primary,min_maturity_secondary,avg_maturity_secondary,resprouting_binomial_score,seeding_binomial_score,min_maturity_primary_score,avg_maturity_primary_score,bin_maturity_primary_score,min_maturity_secondary_score,avg_maturity_secondary_score,score_GM
Senecio cunninghamii,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senecio cunninghamii var. cunninghamii,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senecio cunninghamii var. serratus,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Senecio diaschides,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio distalilobatus,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio dolichocephalus,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio extensus,TRUE,NA,NA,NA,0--1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senecio garlandii,FALSE,TRUE,2,NA,1--5,NA,0.7,1,0.2,0.2,NA,0.2,NA,0.2,0.2759459323
Senecio gawlerensis,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senecio georgianus,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senecio gilbertii,FALSE,NA,NA,1,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Senecio glabrescens,TRUE,NA,NA,NA,0--1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senecio glomeratus,FALSE,TRUE,NA,1,0--1,NA,NA,1,0.2,NA,0.2,0.2,NA,NA,0.2990697562
Senecio glomeratus subsp. glomeratus,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio glomeratus subsp. longifructus,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio glossanthus,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio gregorii,FALSE,TRUE,NA,NA,0--1,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Senecio gunnii,TRUE,TRUE,1,NA,1--5,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
Senecio halophilus,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio helichrysoides,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senecio hispidissimus,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio hispidulus,TRUE,TRUE,0.7364341,0.8333333333,0--1,NA,NA,0.2,0.2,0.2,0.2,0.2,NA,NA,0.2
Senecio hypoleucus,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senecio interpositus,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio laceratus,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Senecio lageniformis,TRUE,TRUE,1,NA,0--1,NA,1,0.2,0.2,0.2,NA,0.2,NA,0.2,0.2
Senecio lanibracteus,TRUE,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senecio lautus subsp. alpinus,NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Senecio lautus subsp. lanceolatus,NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Senecio lautus subsp. lautus,NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Senecio leptocarpus,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Senecio leucoglossus,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Senecio linearifolius,FALSE,TRUE,1,NA,0--1,NA,NA,1,0.2,0.2,NA,0.2,NA,NA,0.2990697562
Senecio linearifolius var. arachnoideus,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio linearifolius var. dangarensis,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio linearifolius var. denticulatus,FALSE,TRUE,NA,NA,0--1,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Senecio linearifolius var. gariwerdensis,FALSE,TRUE,NA,NA,0--1,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Senecio linearifolius var. graniticola,FALSE,TRUE,NA,NA,0--1,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Senecio linearifolius var. intermedius,FALSE,TRUE,NA,NA,0--1,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Senecio linearifolius var. latifolius,FALSE,TRUE,NA,NA,1--5,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Senecio linearifolius var. linearifolius,FALSE,TRUE,NA,NA,0--1,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Senecio linearifolius var. macrodontus,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio longicollaris,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio longipilus,TRUE,NA,1,NA,NA,NA,1,0.2,NA,0.2,NA,NA,NA,0.2,0.2
Senecio macrocarpus,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Senecio madagascariensis,NA,NA,0.2906977,NA,NA,NA,0.3,NA,NA,0.2,NA,NA,NA,0.2,0.2
Senecio magnificus,FALSE,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio microbasis,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio minimus,TRUE,TRUE,0.8333333,NA,0--1,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
Senecio murrayanus,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio nigrapicus,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio niveoplanus,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio odoratus,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senecio pectinatus var. major,TRUE,FALSE,NA,NA,1--5,NA,NA,0.2,1,NA,NA,0.2,NA,NA,0.3419951893
Senecio phelleus,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio picridioides,TRUE,NA,NA,NA,0--1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senecio pilosicristus,FALSE,TRUE,NA,NA,0--1,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Senecio pinnatifolius,TRUE,TRUE,NA,NA,0--1,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Senecio pinnatifolius var. alpinus,TRUE,TRUE,1,NA,1--5,NA,1,0.2,0.2,0.2,NA,0.2,NA,0.2,0.2
Senecio pinnatifolius var. lanceolatus,TRUE,NA,NA,NA,0--1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senecio pinnatifolius var. maritimus,TRUE,NA,NA,NA,0--1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senecio pinnatifolius var. pinnatifolius,TRUE,NA,NA,1,0--1,NA,NA,0.2,NA,NA,0.2,0.2,NA,NA,0.2
Senecio pinnatifolius var. serratus,TRUE,NA,NA,NA,0--1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senecio platylepis,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio prenanthoides,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio productus subsp. productus,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio psilocarpus,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senecio pterophorus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#NUM!
Senecio quadridentatus,FALSE,TRUE,1,NA,0--1,NA,NA,1,0.2,0.2,NA,0.2,NA,NA,0.2990697562
Senecio ramosissimus,FALSE,NA,NA,2.5,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Senecio runcinifolius,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio sp. [Senecio sp. aff. apargiifolius; White_2020],NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Senecio sp. [Senecio sp. aff. minimus; White_2020],NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Senecio sp. [Senecio sp. nov. (Kiandra)],NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Senecio spanomerus,FALSE,TRUE,NA,NA,0--1,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Senecio spathulatus,TRUE,NA,NA,NA,0--1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senecio spathulatus var. attenuatus,TRUE,NA,NA,NA,0--1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senecio spathulatus var. latifructus,TRUE,NA,NA,NA,0--1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senecio squarrosus,TRUE,NA,NA,NA,0--1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senecio tenuiflorus,FALSE,TRUE,NA,NA,0--1,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Senecio tuberculatus,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio vagus,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio vagus subsp. eglandulosus,FALSE,NA,1,NA,0--1,NA,NA,1,NA,0.2,NA,0.2,NA,NA,0.3419951893
Senecio vagus subsp. vagus,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senecio velleioides,FALSE,NA,1,NA,0--1,NA,NA,1,NA,0.2,NA,0.2,NA,NA,0.3419951893
Senecio X orarius,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Senna acclinis,FALSE,TRUE,2,NA,NA,NA,NA,1,0.2,0.2,NA,NA,NA,NA,0.3419951893
Senna aciphylla,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senna artemisioides,TRUE,FALSE,NA,NA,2--3,NA,NA,0.2,1,NA,NA,0.2,NA,NA,0.3419951893
Senna artemisioides subsp. alicia,TRUE,FALSE,NA,NA,2--3,NA,NA,0.2,1,NA,NA,0.2,NA,NA,0.3419951893
Senna artemisioides subsp. filifolia,TRUE,FALSE,NA,NA,2--3,NA,NA,0.2,1,NA,NA,0.2,NA,NA,0.3419951893
Senna artemisioides subsp. helmsii,TRUE,TRUE,NA,NA,2--3,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Senna artemisioides subsp. Kuyunba (B.Pitts 113),TRUE,NA,NA,NA,2--3,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senna artemisioides subsp. oligophylla,TRUE,FALSE,NA,NA,2--3,NA,NA,0.2,1,NA,NA,0.2,NA,NA,0.3419951893
Senna artemisioides subsp. quadrifolia,TRUE,TRUE,NA,NA,2--3,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Senna artemisioides subsp. sturtii,NA,NA,NA,NA,2--3,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Senna artemisioides subsp. X artemisioides,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Senna artemisioides subsp. x artemisioides,NA,NA,NA,NA,2--3,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Senna artemisioides subsp. x coriacea,NA,NA,NA,NA,2--3,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Senna artemisioides subsp. x petiolaris,NA,NA,NA,NA,2--3,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Senna artemisioides subsp. x sturtii,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Senna artemisioides subsp. zygophylla,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senna barronfieldii,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Senna circinnata,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senna coronilloides,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senna curvistyla,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Senna glutinosa,TRUE,NA,NA,NA,2--3,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senna glutinosa subsp. glutinosa,TRUE,TRUE,NA,NA,2--3,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Senna glutinosa subsp. pruinosa,TRUE,TRUE,NA,NA,2--3,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Senna leptoclada,FALSE,NA,NA,NA,2--3,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senna notabilis,TRUE,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senna oligoclada,FALSE,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Senna pendula,NA,NA,2,NA,NA,1.182170543,2,NA,NA,0.2,NA,NA,0.2,0.2,0.2
Senna phyllodinea,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Senna pleurocarpa,TRUE,TRUE,NA,3,NA,NA,NA,0.2,0.2,NA,0.2,NA,NA,NA,0.2
Senna pleurocarpa var. angustifolia,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Senna pleurocarpa var. longifolia,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Senna pleurocarpa var. pleurocarpa,TRUE,TRUE,NA,NA,2--3,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Senna sericea,TRUE,NA,NA,NA,2--3,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senna stowardii,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Senna surattensis,TRUE,NA,NA,NA,6--10,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Senna symonii,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Senna timorensis,NA,NA,NA,NA,6--10,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Senna timoriensis,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Senna venusta,FALSE,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Seringia arborescens,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Seringia corollata,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Seringia denticulata,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Seringia hermanniifolia,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Seringia hillii,TRUE,NA,5,NA,NA,NA,NA,0.2,NA,0.2,NA,NA,NA,NA,0.2
Seringia integrifolia,TRUE,FALSE,NA,NA,NA,NA,NA,0.2,1,NA,NA,NA,NA,NA,0.4472135955
Seringia nephrosperma,TRUE,TRUE,NA,NA,2--3,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Sersalisia sericea,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Sesbania,NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Sesbania benthamiana,FALSE,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Sesbania brachycarpa,FALSE,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Sesbania burbidgeae,FALSE,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Sesbania cannabina,FALSE,TRUE,NA,NA,1,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Sesbania cannabina var. cannabina,FALSE,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Sesbania cannabina var. sericea,FALSE,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Sesbania chippendalei,FALSE,TRUE,NA,NA,1,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Sesbania erubescens,FALSE,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Sesbania formosa,FALSE,NA,NA,NA,4--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Sesbania javanica,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Sesbania simpliciuscula,FALSE,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Setaria apiculata,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Setaria palmifolia,NA,NA,1,NA,NA,0.3100775194,NA,NA,NA,0.2,NA,NA,0.2,NA,0.2
Setaria parviflora,NA,NA,1,NA,NA,0.1744186047,NA,NA,NA,0.2,NA,NA,0.2,NA,0.2
Setaria paspalidioides,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Setaria sphacelata,NA,NA,1,NA,NA,0.7364341085,NA,NA,NA,0.2,NA,NA,0.2,NA,0.2
Setaria surgens,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Shonia bickertonensis,TRUE,NA,NA,NA,2--3,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Sicyos,NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Sicyos australis,FALSE,TRUE,NA,NA,0--1,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Sida acuta,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Sida ammophila,TRUE,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Sida argillacea,TRUE,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Sida calyxhymenia,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Sida cordifolia,TRUE,FALSE,NA,NA,5--20,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Sida corrugata,TRUE,FALSE,NA,NA,1--5,NA,NA,0.2,1,NA,NA,0.2,NA,NA,0.3419951893
Sida cunninghamii,TRUE,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Sida everistiana,TRUE,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Sida fibulifera,TRUE,TRUE,NA,NA,1,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Sida goniocarpa,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Sida hackettiana,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Sida hookeriana,FALSE,NA,NA,1,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Sida intricata,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Sida petrophila,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Sida phaeotricha,TRUE,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Sida platycalyx,TRUE,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Sida pleiantha,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Sida rhombifolia,TRUE,TRUE,0.2906977,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,0.2
Sida rohlenae,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Sida sp. [Sida aff. corrugata (grey-leaf Boort form); White_2020],NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Sida sp. Ambalindum (C.R.Dunlop 2080),TRUE,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Sida sp. B (C.Dunlop 1739),TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Sida sp. Excedentifolia (J.L.Egan 1925),TRUE,TRUE,NA,NA,1,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Sida sp. Huckitta (P.K.Latz 12592),TRUE,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Sida sp. limestone (D.E.Albrecht 5748),TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Sida sp. Mt Bundey (J.Russell-Smith 8104),TRUE,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Sida sp. Petermann Ranges (B.G.Thomson 2340),FALSE,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Sida sp. Pindan (B.G.Thomson 3398),TRUE,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Sida sp. Supplejack Station (T.S.Henshall 2345),TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Sida sp. Wakaya Desert (P.K.Latz 11894),TRUE,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Sida spodochroma,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Sida trichopoda,TRUE,FALSE,NA,NA,1--5,NA,NA,0.2,1,NA,NA,0.2,NA,NA,0.3419951893
Sigesbeckia,NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Sigesbeckia australiensis,FALSE,TRUE,NA,NA,0--1,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Sigesbeckia orientalis,FALSE,TRUE,0.2131783,NA,0--1,NA,NA,1,0.2,0.2,NA,0.2,NA,NA,0.2990697562
Silene gallica var. gallica,NA,NA,0.6976744,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,0.2
Siloxerus,NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Siloxerus filifolius,FALSE,NA,NA,1,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Siloxerus humifusus,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Siloxerus multiflorus,FALSE,TRUE,NA,NA,0--1,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Simaroubaceae sp. Mary River (I.D.Cowie 1454),NA,NA,NA,NA,2--3,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Siphonodon membranaceus,NA,NA,NA,NA,20--,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Sisyrinchium micranthum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#NUM!
Sisyrinchium rosulatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#NUM!
Sloanea australis,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1
Sloanea australis subsp. parviflora,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Sloanea langii,TRUE,NA,NA,NA,10--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Sloanea macbrydei,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Sloanea woollsii,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1
Smilax,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Smilax aculeatissima,NA,NA,NA,NA,0--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Smilax australis,TRUE,FALSE,1,NA,5--20,0.6782945736,NA,0.2,1,0.2,NA,1,0.2,NA,0.3807307877
Smilax blumei,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Smilax calophylla,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Smilax glyciphylla,TRUE,FALSE,NA,NA,5--20,0.8914728682,1,0.2,1,NA,NA,1,0.2,0.2,0.3807307877
Smithia conferta,FALSE,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Solanum americanum,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Solanum asymmetriphyllum,FALSE,NA,NA,NA,2--3,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Solanum aviculare,FALSE,TRUE,1,NA,1--5,NA,NA,1,0.2,0.2,NA,0.2,NA,NA,0.2990697562
Solanum brownii,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Solanum campanulatum,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Solanum carduiforme,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Solanum celatum,NA,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,0.2
