original_name,aligned_name,accepted_name,suggested_name,genus,taxon_rank,taxonomic_dataset,taxonomic_status,scientific_name_authorship,aligned_reason,update_reason,number_of_collapsed_taxa
Eucalyptus roycei,Eucalyptus roycei,Eucalyptus roycei,Eucalyptus roycei,Eucalyptus,species,APC,accepted,"S.G.M.Carr, D.J.Carr & A.S.George",Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus rubida,Eucalyptus rubida,Eucalyptus rubida,Eucalyptus rubida,Eucalyptus,species,APC,accepted,H.Deane & Maiden,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus rudis,Eucalyptus rudis,Eucalyptus rudis,Eucalyptus rudis,Eucalyptus,species,APC,accepted,Endl.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus saligna,Eucalyptus saligna,Eucalyptus saligna,Eucalyptus saligna,Eucalyptus,species,APC,accepted,Sm.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus salmonophloia,Eucalyptus salmonophloia,Eucalyptus salmonophloia,Eucalyptus salmonophloia,Eucalyptus,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus salubris,Eucalyptus salubris,Eucalyptus salubris,Eucalyptus salubris,Eucalyptus,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus seeana,Eucalyptus seeana,Eucalyptus seeana,Eucalyptus seeana,Eucalyptus,species,APC,accepted,Maiden,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus sheathiana,Eucalyptus sheathiana,Eucalyptus sheathiana,Eucalyptus sheathiana,Eucalyptus,species,APC,accepted,Maiden,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus siderophloia,Eucalyptus siderophloia,Eucalyptus siderophloia,Eucalyptus siderophloia,Eucalyptus,species,APC,accepted,Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus sideroxylon,Eucalyptus sideroxylon,Eucalyptus sideroxylon,Eucalyptus sideroxylon,Eucalyptus,species,APC,accepted,A.Cunn. ex Woolls,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus sieberi,Eucalyptus sieberi,Eucalyptus sieberi,Eucalyptus sieberi,Eucalyptus,species,APC,accepted,L.A.S.Johnson,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus similis,Eucalyptus similis,Eucalyptus similis,Eucalyptus similis,Eucalyptus,species,APC,accepted,Maiden,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus simmondsii,Eucalyptus simmondsii,Eucalyptus nitida,Eucalyptus nitida,Eucalyptus,species,APC,accepted,Hook.f.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),taxonomic synonym,NA
Eucalyptus socialis,Eucalyptus socialis,Eucalyptus socialis,Eucalyptus socialis,Eucalyptus,species,APC,accepted,F.Muell. ex Miq.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus sphaerocarpa,Eucalyptus sphaerocarpa,Eucalyptus sphaerocarpa,Eucalyptus sphaerocarpa,Eucalyptus,species,APC,accepted,L.A.S.Johnson & Blaxell,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus sporadica,Eucalyptus sporadica,Eucalyptus sporadica,Eucalyptus sporadica,Eucalyptus,species,APC,accepted,Brooker & Hopper,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus squamosa,Eucalyptus squamosa,Eucalyptus squamosa,Eucalyptus squamosa,Eucalyptus,species,APC,accepted,H.Deane & Maiden,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus stellulata,Eucalyptus stellulata,Eucalyptus stellulata,Eucalyptus stellulata,Eucalyptus,species,APC,accepted,Sieber ex DC.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus striaticalyx,Eucalyptus striaticalyx,Eucalyptus striaticalyx,Eucalyptus striaticalyx [alternative possible names: Eucalyptus canescens subsp. beadellii (pro parte misapplied) | Eucalyptus canescens subsp. canescens (pro parte misapplied) | Eucalyptus gypsophila (pro parte misapplied)],Eucalyptus,species,APC,accepted,W.Fitzg.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,1
Eucalyptus stricta,Eucalyptus stricta,Eucalyptus stricta,Eucalyptus stricta,Eucalyptus,species,APC,accepted,Sieber ex Spreng.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus tectifera,Eucalyptus tectifica,Eucalyptus tectifica,Eucalyptus tectifica,Eucalyptus,species,APC,accepted,F.Muell.,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus tectifica,Eucalyptus tectifica,Eucalyptus tectifica,Eucalyptus tectifica,Eucalyptus,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus tenuipes,Eucalyptus tenuipes,Eucalyptus tenuipes,Eucalyptus tenuipes,Eucalyptus,species,APC,accepted,(Maiden & Blakely) Blakely & C.T.White,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus tenuiramis,Eucalyptus tenuiramis,Eucalyptus tenuiramis,Eucalyptus tenuiramis,Eucalyptus,species,APC,accepted,Miq.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus tereticornis,Eucalyptus tereticornis,Eucalyptus tereticornis,Eucalyptus tereticornis,Eucalyptus,species,APC,accepted,Sm.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus tereticornis,Eucalyptus tereticornis,Eucalyptus tereticornis,Eucalyptus tereticornis,Eucalyptus,species,APC,accepted,Sm.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus terminalis,Eucalyptus terminalis,Corymbia terminalis,Corymbia terminalis [alternative possible names: Corymbia opaca (pro parte misapplied) | Corymbia opaca (misapplied) | Corymbia polycarpa (misapplied)],Corymbia,species,APC,accepted,(F.Muell.) K.D.Hill & L.A.S.Johnson,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),nomenclatural synonym,1
Eucalyptus tessellaris,Eucalyptus tessellaris,Corymbia tessellaris,Corymbia tessellaris,Corymbia,species,APC,accepted,(F.Muell.) K.D.Hill & L.A.S.Johnson,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),nomenclatural synonym,NA
Eucalyptus tessellaris,Eucalyptus tessellaris,Corymbia tessellaris,Corymbia tessellaris,Corymbia,species,APC,accepted,(F.Muell.) K.D.Hill & L.A.S.Johnson,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),nomenclatural synonym,NA
Eucalyptus tetradonta,Eucalyptus tetrodonta,Eucalyptus tetrodonta,Eucalyptus tetrodonta,Eucalyptus,species,APC,accepted,F.Muell.,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus tetragona,Eucalyptus tetrodonta,Eucalyptus tetrodonta,Eucalyptus tetrodonta,Eucalyptus,species,APC,accepted,F.Muell.,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus tetraptera,Eucalyptus tetraptera,Eucalyptus tetraptera,Eucalyptus tetraptera,Eucalyptus,species,APC,accepted,Turcz.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus tetrodonta,Eucalyptus tetrodonta,Eucalyptus tetrodonta,Eucalyptus tetrodonta,Eucalyptus,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus thozetiana,Eucalyptus thozetiana,Eucalyptus thozetiana,Eucalyptus thozetiana,Eucalyptus,species,APC,accepted,(F.Muell. ex Maiden) R.T.Baker,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus tindaliae,Eucalyptus tindaliae,Eucalyptus tindaliae,Eucalyptus tindaliae,Eucalyptus,species,APC,accepted,Blakely,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus torquata,Eucalyptus torquata,Eucalyptus torquata,Eucalyptus torquata,Eucalyptus,species,APC,accepted,Luehm.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus trachyphloia,Eucalyptus trachyphloia,Corymbia trachyphloia,Corymbia trachyphloia,Corymbia,species,APC,accepted,(F.Muell.) K.D.Hill & L.A.S.Johnson,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),nomenclatural synonym,NA
Eucalyptus transcontinentalis,Eucalyptus transcontinentalis,Eucalyptus transcontinentalis,Eucalyptus transcontinentalis [alternative possible names: Eucalyptus socialis subsp. victoriensis (pro parte misapplied) | Eucalyptus socialis subsp. viridans (pro parte misapplied)],Eucalyptus,species,APC,accepted,Maiden,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,1
Eucalyptus umbra,Eucalyptus umbra,Eucalyptus umbra,Eucalyptus umbra,Eucalyptus,species,APC,accepted,R.T.Baker,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus uncinata,Eucalyptus uncinata,Eucalyptus uncinata,Eucalyptus uncinata,Eucalyptus,species,APC,accepted,Turcz.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus viminalis,Eucalyptus viminalis,Eucalyptus viminalis,Eucalyptus viminalis [alternative possible names: Corymbia tessellaris (taxonomic synonym) | Eucalyptus dalrympleana subsp. dalrympleana (pro parte misapplied) | Eucalyptus diversifolia subsp. diversifolia (pro parte misapplied)],Eucalyptus,species,APC,accepted,Labill.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,1
Eucalyptus viminalis subsp. viminalis,Eucalyptus viminalis subsp. viminalis,Eucalyptus viminalis subsp. viminalis,Eucalyptus viminalis subsp. viminalis,Eucalyptus,subspecies,APC,accepted,NA,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus wandoo,Eucalyptus wandoo,Eucalyptus wandoo,Eucalyptus wandoo,Eucalyptus,species,APC,accepted,Blakely,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus willisii,Eucalyptus willisii,Eucalyptus willisii,Eucalyptus willisii,Eucalyptus,species,APC,accepted,"Ladiges, Humphries & Brooker",Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus woollsiana,Eucalyptus woollsiana,Eucalyptus woollsiana,Eucalyptus woollsiana,Eucalyptus,species,APC,accepted,R.T.Baker,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Euchiton argentifolius,Euchiton argentifolius,Argyrotegium mackayi,Argyrotegium mackayi,Argyrotegium,species,APC,accepted,(Buchanan) J.M.Ward & Breitw.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),taxonomic synonym,NA
Eugenia,Eugenia sp. [Eugenia],NA,Eugenia sp. [Eugenia],Eugenia,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Eugenia ventenatii,Eugenia ventenatii,Syzygium floribundum,Syzygium floribundum,Syzygium,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),taxonomic synonym,NA
Euodia,Euodia sp. [Euodia],NA,Euodia sp. [Euodia],Euodia,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Euphorbiaceae,Euphorbiaceae sp. [Euphorbiaceae],NA,Euphorbiaceae sp. [Euphorbiaceae],NA,family,APC,family accepted,NA,Exact match of the first word of the taxon name to an APC-accepted family (2023-09-04),NA,NA
Euphrasia collina subsp. diversicolor,Euphrasia collina subsp. diversicolor,Euphrasia collina subsp. diversicolor,Euphrasia collina subsp. diversicolor,Euphrasia,subspecies,APC,accepted,W.R.Barker,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Euphrasia crassiuscula,Euphrasia crassiuscula,Euphrasia crassiuscula,Euphrasia crassiuscula,Euphrasia,species,APC,accepted,Gand.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Euroschinus falcata,Euroschinus falcata,Euroschinus falcata,Euroschinus falcata,Euroschinus,species,APC,accepted,Hook.f.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eutaxia,Eutaxia sp. [Eutaxia],NA,Eutaxia sp. [Eutaxia],Eutaxia,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
